source_id,raw_field_name,raw_field_known,current_parser_reads_field,current_parser_usage,retained_as_independent_normalized_field,normalized_field_name,derived_normalized_fields,exposed_fastapi,exposed_mcp,exposed_frontend,exposed_conversation_context,proposed_normalized_field_name,deterministic_metric_enabled,semantic_caveat,evidence_files,evidence_symbol_or_function,evidence_confidence,dropped_status,dropped_reason_category,dropped_reason_detail,dropped_decision_evidence,dropped_decision_status,reintroduction_priority,reintroduction_blockers
TWSE_MIS,z,yes,yes,preferred current/last price candidate via _select_mis_price,yes,price_like_value/value when selected,[],yes,yes,yes,yes,last_price,change/change_percent after previous_close retained,not official realtime; may be placeholder,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py"", ""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md""]",_select_mis_price; normalize_twse_mis_row,confirmed_from_code,not_dropped,not_applicable,Retained as current price-like value when numeric.,scripts/m5k_common.py; scripts/observation_contract.py; docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; _select_mis_price; normalize_twse_mis_row,implicit_from_current_code,defer,[]
TWSE_MIS,y,yes,yes,fallback price_like_value when z unavailable; reference_value_only status,no,,[],no,no,no,no,previous_close,change/change_percent,reference/previous-close candidate is not independently exposed today,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py"", ""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md""]",_select_mis_price; normalize_twse_mis_row,confirmed_from_code,consumed_not_retained,original_scope_minimal_price_only,Code uses y only as fallback when z is unavailable and does not retain an independent previous_close field; no explicit drop decision found beyond current minimal price/freshness scope.,scripts/m5k_common.py; scripts/observation_contract.py; docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; _select_mis_price; normalize_twse_mis_row,implicit_from_current_code,M7A_high,"[""add independent previous_close tests"", ""preserve reference-only caveat""]"
TWSE_MIS,o,yes,no,not read by current parser,no,,[],no,no,no,no,open,change_from_open_percent,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,original_scope_minimal_price_only,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize o.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,implicit_from_current_code,M7A_high,"[""confirm placeholder semantics"", ""add normalization tests""]"
TWSE_MIS,h,yes,no,not read by current parser,no,,[],no,no,no,no,high,range/position_in_day_range,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,original_scope_minimal_price_only,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize h.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,implicit_from_current_code,M7A_high,"[""confirm numeric placeholder semantics"", ""add normalization tests""]"
TWSE_MIS,l,yes,no,not read by current parser,no,,[],no,no,no,no,low,range/position_in_day_range,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,original_scope_minimal_price_only,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize l.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,implicit_from_current_code,M7A_high,"[""confirm numeric placeholder semantics"", ""add normalization tests""]"
TWSE_MIS,v,yes,no,not read by current parser,no,,[],no,no,no,no,cumulative_volume,volume context,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,unit_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize v.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7A_high,"[""validate unit semantics before labeling shares/lots""]"
TWSE_MIS,tv,yes,no,not read by current parser,no,,[],no,no,no,no,latest_trade_volume,latest trade volume context,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,unit_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize tv.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7A_high,"[""validate unit semantics and placeholder behavior""]"
TWSE_MIS,b,yes,no,not read by current parser,no,,[],no,no,no,no,bid_prices,spread/displayed_depth,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,semantic_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize b.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7A_high,"[""parse ladder safely"", ""describe only as displayed depth snapshot""]"
TWSE_MIS,g,yes,no,not read by current parser,no,,[],no,no,no,no,bid_volumes,top5_bid_volume,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,semantic_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize g.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7A_high,"[""validate ladder volume unit"", ""avoid pressure/flow wording""]"
TWSE_MIS,a,yes,no,not read by current parser,no,,[],no,no,no,no,ask_prices,spread/displayed_depth,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,semantic_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize a.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7A_high,"[""parse ladder safely"", ""describe only as displayed depth snapshot""]"
TWSE_MIS,f,yes,no,not read by current parser,no,,[],no,no,no,no,ask_volumes,top5_ask_volume,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,semantic_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize f.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7A_high,"[""validate ladder volume unit"", ""avoid pressure/flow wording""]"
TWSE_MIS,u,yes,no,not read by current parser,no,,[],no,no,no,no,limit_up,reference context,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,semantic_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize u.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7B_medium,"[""confirm limit semantics across index/equity rows""]"
TWSE_MIS,w,yes,no,not read by current parser,no,,[],no,no,no,no,limit_down,reference context,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,semantic_not_verified,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize w.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,M7B_medium,"[""confirm limit semantics across index/equity rows""]"
TWSE_MIS,ch,yes,no,not read by current parser,no,,[],no,no,no,no,channel,route audit,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,replaced_by_existing_field,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize ch.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,implicit_from_current_code,defer,"[""route/channel already available from plan where needed""]"
TWSE_MIS,ex,yes,no,not read by current parser,no,,[],no,no,no,no,exchange,identity,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,replaced_by_existing_field,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize ex.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,implicit_from_current_code,defer,"[""market/adapter already retained; validate need before adding""]"
TWSE_MIS,n,yes,no,not read by current parser,no,,[],no,no,no,no,display_name,labeling,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,consumer_not_ready,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize n.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,implicit_from_current_code,M7B_medium,"[""decide precedence versus watchlist display_name""]"
TWSE_MIS,%,yes,no,not read by current parser,no,,[],no,no,no,no,snapshot_time,freshness,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,freshness_or_timestamp_unclear,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize %.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,defer,"[""semantics unknown; tlong/d/t already used""]"
TWSE_MIS,ot,yes,no,not read by current parser,no,,[],no,no,no,no,alternate_session_time,freshness,known raw field but semantics/consumer use require caveats,"[""docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md"", ""scripts/observation_contract.py""]",Raw field dictionary; normalize_twse_mis_row,confirmed_from_contract,fetched_but_not_parsed,freshness_or_timestamp_unclear,"Raw field is documented, but current normalize_twse_mis_row selects z/y and timestamp fields only; no explicit repo decision found to independently normalize ot.",docs/protocol/TWSE_MIS_FIELD_DICTIONARY.md; scripts/observation_contract.py; Raw field dictionary; normalize_twse_mis_row,no_clear_decision_found,defer,"[""semantics unknown; tlong/d/t already used""]"
TWSE_MIS,t,yes,yes,used to build normalized source_timestamp/delay flags,no,,"[""source_timestamp"", ""delay_seconds""]",yes,yes,yes,yes,source_time,freshness,source time is not retrieval time and does not prove official realtime,"[""scripts/observation_contract.py"", ""scripts/m5k_common.py""]",normalize_twse_mis_row; normalize_timestamp,confirmed_from_code,consumed_not_retained,replaced_by_existing_field,t is consumed into normalized source_timestamp/delay fields rather than retained as a separate raw field.,scripts/observation_contract.py; scripts/m5k_common.py; normalize_twse_mis_row; normalize_timestamp,implicit_from_current_code,defer,[]
TWSE_MIS,d,yes,yes,used to build normalized source_timestamp/delay flags,no,,"[""source_timestamp"", ""delay_seconds""]",yes,yes,yes,yes,source_date,freshness,source time is not retrieval time and does not prove official realtime,"[""scripts/observation_contract.py"", ""scripts/m5k_common.py""]",normalize_twse_mis_row; normalize_timestamp,confirmed_from_code,consumed_not_retained,replaced_by_existing_field,d is consumed into normalized source_timestamp/delay fields rather than retained as a separate raw field.,scripts/observation_contract.py; scripts/m5k_common.py; normalize_twse_mis_row; normalize_timestamp,implicit_from_current_code,defer,[]
TWSE_MIS,tlong,yes,yes,used to build normalized source_timestamp/delay flags,no,,"[""source_timestamp"", ""delay_seconds""]",yes,yes,yes,yes,source_timestamp_raw,freshness,source time is not retrieval time and does not prove official realtime,"[""scripts/observation_contract.py"", ""scripts/m5k_common.py""]",normalize_twse_mis_row; normalize_timestamp,confirmed_from_code,consumed_not_retained,replaced_by_existing_field,tlong is consumed into normalized source_timestamp/delay fields rather than retained as a separate raw field.,scripts/observation_contract.py; scripts/m5k_common.py; normalize_twse_mis_row; normalize_timestamp,implicit_from_current_code,defer,[]
TAIFEX_MIS,CLastPrice,yes,yes,preferred last price input,yes,price_like_value/value when selected,[],yes,yes,yes,yes,clastprice,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,not_dropped,not_applicable,Current TAIFEX parser usage: preferred last price input; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,defer,[]
TAIFEX_MIS,SettlementPrice,yes,yes,fallback price input when CLastPrice unavailable,no,,[],no,no,no,no,settlementprice,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,consumed_not_retained,original_scope_minimal_price_only,Current TAIFEX parser usage: fallback price input when CLastPrice unavailable; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,M7A_high,"[""decide if settlement should be independently retained""]"
TAIFEX_MIS,CRefPrice,yes,yes,fallback price input after CLastPrice/SettlementPrice,no,,[],no,no,no,no,crefprice,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,consumed_not_retained,original_scope_minimal_price_only,Current TAIFEX parser usage: fallback price input after CLastPrice/SettlementPrice; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,M7A_high,"[""decide if reference should be independently retained""]"
TAIFEX_MIS,CDate,yes,yes,source timestamp date input,no,,"[""source_timestamp""]",yes,yes,yes,yes,cdate,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,consumed_not_retained,replaced_by_existing_field,Current TAIFEX parser usage: source timestamp date input; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,defer,[]
TAIFEX_MIS,CTime,yes,yes,source timestamp time input,no,,"[""source_timestamp""]",yes,yes,yes,yes,ctime,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,consumed_not_retained,replaced_by_existing_field,Current TAIFEX parser usage: source timestamp time input; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,defer,[]
TAIFEX_MIS,Status,yes,yes,session/quote status used for freshness flags and source_status extra,yes,source_status,[],yes,yes,no,no,status,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,parsed_retained_partially_exposed,consumer_not_ready,Current TAIFEX parser usage: session/quote status used for freshness flags and source_status extra; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,M7B_medium,"[""frontend/conversation may need compact status display""]"
TAIFEX_MIS,SymbolID,yes,yes,selected contract identity and extra normalization metadata,yes,contract/source_contract_symbol,[],yes,yes,no,no,symbolid,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,parsed_retained_partially_exposed,consumer_not_ready,Current TAIFEX parser usage: selected contract identity and extra normalization metadata; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,M7B_medium,"[""frontend currently renders contract sparsely""]"
TAIFEX_MIS,DispEName,yes,yes,contract month derivation and source_display_name metadata,yes,normalization.source_display_name,[],yes,yes,no,no,dispename,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,parsed_retained_partially_exposed,consumer_not_ready,Current TAIFEX parser usage: contract month derivation and source_display_name metadata; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,M7B_medium,"[""decide whether UI should show source display name""]"
TAIFEX_MIS,DispCName,yes,yes,contract month fallback derivation,no,,[],no,no,no,no,dispcname,limited TX context,Repo evidence does not prove broader TAIFEX OHLC/volume/depth fields.,"[""scripts/m5k_common.py"", ""scripts/observation_contract.py""]",fetch_taifex_tx_observation; normalize_taifex_row,confirmed_from_code,consumed_not_retained,original_scope_minimal_price_only,Current TAIFEX parser usage: contract month fallback derivation; retention/exposure follows current normalized row and consumer renderers.,scripts/m5k_common.py; scripts/observation_contract.py; fetch_taifex_tx_observation; normalize_taifex_row,implicit_from_current_code,M7A_high,"[""add tests if retained""]"
TPEx_OpenAPI,Average,yes,no,source is not current runtime integrated,no,,[],no,no,no,no,Average,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md""]",field dictionary/status row,confirmed_from_contract,known_from_contract_not_runtime_fetched,timing_class_not_runtime_compatible,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md; field dictionary/status row,inferred_from_docs,M7C_official_eod,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
TPEx_OpenAPI,LatestBidPrice,yes,no,source is not current runtime integrated,no,,[],no,no,no,no,LatestBidPrice,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md""]",field dictionary/status row,confirmed_from_contract,known_from_contract_not_runtime_fetched,timing_class_not_runtime_compatible,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md; field dictionary/status row,inferred_from_docs,M7C_official_eod,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
TPEx_OpenAPI,LatesAskPrice,yes,no,source is not current runtime integrated,no,,[],no,no,no,no,LatesAskPrice,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md""]",field dictionary/status row,confirmed_from_contract,known_from_contract_not_runtime_fetched,timing_class_not_runtime_compatible,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md; field dictionary/status row,inferred_from_docs,M7C_official_eod,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
TPEx_OpenAPI,NextReferencePrice,yes,no,source is not current runtime integrated,no,,[],no,no,no,no,NextReferencePrice,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md""]",field dictionary/status row,confirmed_from_contract,known_from_contract_not_runtime_fetched,timing_class_not_runtime_compatible,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/protocol/TPEX_OPENAPI_FIELD_DICTIONARY.md; field dictionary/status row,inferred_from_docs,M7C_official_eod,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
Yahoo_Finance,full_intraday_series,yes,no,source is not current runtime integrated,no,,[],no,no,no,no,full_intraday_series,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/capability_matrix.md""]",field dictionary/status row,confirmed_from_contract,known_from_contract_not_runtime_fetched,intentionally_deferred,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/capability_matrix.md; field dictionary/status row,inferred_from_docs,M7D_optional,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
Fugle_MarketData,provider_fields_unknown,unknown,no,source is not current runtime integrated,no,,[],no,no,no,no,provider_fields_unknown,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/capability_matrix.md""]",field dictionary/status row,confirmed_from_docs,unknown_needs_validation,credential_or_access_limited,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/capability_matrix.md; field dictionary/status row,inferred_from_docs,M7E_provider_research,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
Fubon_Neo_API,provider_fields_unknown,unknown,no,source is not current runtime integrated,no,,[],no,no,no,no,provider_fields_unknown,future context,Not a current runtime dropped field; do not describe as fetched or parsed.,"[""docs/capability_matrix.md""]",field dictionary/status row,confirmed_from_docs,unknown_needs_validation,credential_or_access_limited,"Source family is not integrated as current runtime observation; fields are contract/candidate/provider research items, not fetched-and-dropped runtime data.",docs/capability_matrix.md; field dictionary/status row,inferred_from_docs,M7E_provider_research,"[""runtime integration not in scope"", ""validate source contract before exposure""]"
